Notes_GF,Audio_File_Name,Number_Sentences,Number_LoLexConstrSentences,Number_MedLexConstrSentences,Number_HiLexConstrSentences,TargID_GM,targ,targ_Type,POS,Definition1,Definition1_Source,Definition2,Definition2_Source,Synonyms,Antonyms,Hypernyms,SisterConcepts,Synonym1,Syn1_FSG,Syn1_BSG,Syn1_MESA,Syn1_LSA,Syn1_EAT,Synonym2,Syn2_FSG,Syn2_BSG,Syn2_MESA,Syn2_LSA,Syn2_EAT,Synonym3,Syn3_FSG,Syn3_BSG,Syn3_MESA,Syn3_LSA,Syn3_EAT,MRC_NLET,MRC_NPHN,MRC_NSYL,MRC_BFRQ,MRC_KFFRQ,MRC_TLFRQ,MRC_FAM,MRC_AOA,LWV_DOLVL,LWV_PCTCOR,MRC_CNC,MRC_IMG
NA,Word369_AJ_mollifying,NA,NULL,NULL,NULL,369,mollifying,Tier2_hard,AJ,"make more temperate, acceptable, or suitable by adding something else; moderate",WordNet (via onelook.com),"cause to be more favorably inclined; gain the good will of (""She managed to mollify the angry customer"")",WordNet (via onelook.com),,,,,comforting,NA,NA,NA,NA,NA,soothing,NA,NA,NA,NA,NA,anodyne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word370_NN_murmur,NA,NULL,NULL,NULL,370,murmur,Tier2_hard,NN,a low continuous indistinct sound; often accompanied by movement of the lips without the production of articulate speech,WordNet (via onelook.com),NA,NA,,,,,whisper,NA,NA,NA,NA,NA,mumble,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word371_NN_myopia,NA,NULL,NULL,NULL,371,myopia,Tier2_hard,NN,fig. -- a failure to consider what the results of your actions will be,Macmillan (via onelook.com),lit. -- a medical condition in which you cannot see clearly things that are far away. A less technical name for this is nearsightedness.,Macmillan (via onelook.com),,,,,blindness,NA,NA,NA,NA,NA,shortsightedness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word372_AJ_odious,NA,NULL,NULL,NULL,372,odious,Tier2_hard,AJ,"unequivocally detestable (""Consequences odious to those you govern- Edmund Burke"")",WordNet (via onelook.com),NA,NA,,,,,bad,NA,NA,NA,NA,NA,repugnant,NA,NA,NA,NA,NA,repugnant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word373_AJ_otiose,NA,NULL,NULL,NULL,373,otiose,Tier2_hard,AJ,"serving no useful purpose; having no excuse for being (""Otiose lines in a play"")",WordNet (via onelook.com),"producing no result or effect (""An otiose undertaking"")",WordNet (via onelook.com),,,,,worthless,NA,NA,NA,NA,NA,useless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word374_NN_patronage,NA,NULL,NULL,NULL,374,patronage,Tier2_hard,NN,the act of providing approval and support,WordNet (via onelook.com),"the business given to a commercial establishment by its customers (""Even before noon there was a considerable patronage"")",WordNet (via onelook.com),,,,,support,NA,NA,NA,NA,NA,auspices,NA,NA,NA,NA,NA,auspices,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word375_AJ_pernicious,NA,NULL,NULL,NULL,375,pernicious,Tier2_hard,AJ,working or spreading in a hidden and usually injurious way,WordNet (via onelook.com),exceedingly harmful,WordNet (via onelook.com),,,,,bad,NA,NA,NA,NA,NA,odious,NA,NA,NA,NA,NA,noxious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word376_AJ_pliable,NA,NULL,NULL,NULL,376,pliable,Tier2_hard,AJ,"capable of being shaped or bent or drawn out (""They soaked the leather to made it pliable"")",WordNet (via onelook.com),able to adjust readily to different conditions,WordNet (via onelook.com),,,,,moldable,NA,NA,NA,NA,NA,soft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word377_VB_portend,NA,NULL,NULL,NULL,377,portend,Tier2_hard,VB,indicate by signs,WordNet (via onelook.com),NA,NA,,,,,forecast,NA,NA,NA,NA,NA,predict,NA,NA,NA,NA,NA,augur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word378_AJ_preeminent,NA,NULL,NULL,NULL,378,preeminent,Tier2_hard,AJ,"greatest in importance or degree or significance or achievement (""A preeminent archeologist"")",WordNet (via onelook.com),NA,NA,,,,,highest,NA,NA,NA,NA,NA,top,NA,NA,NA,NA,NA,consummate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word379_AJ_putrid,NA,NULL,NULL,NULL,379,putrid,Tier2_hard,AJ,"lit. -- offensively malodorous (""A putrid smell"")",WordNet (via onelook.com),"fig. -- morally corrupt or evil (""The putrid atmosphere of the court"")",WordNet (via onelook.com),,,,,stinky,NA,NA,NA,NA,NA,smelly,NA,NA,NA,NA,NA,noisome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word380_VB_quash,NA,NULL,NULL,NULL,380,quash,Tier2_hard,VB,"put down by force or intimidation (""The government quashes any attempt of an uprising"")",WordNet (via onelook.com),declare invalid,WordNet (via onelook.com),,,,,silence,NA,NA,NA,NA,NA,suppress,NA,NA,NA,NA,NA,stifle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word381_NN_quisling,NA,NULL,NULL,NULL,381,quisling,Tier2_hard,NN,NA,NA,NA,NA,,,,,traitor,NA,NA,NA,NA,NA,turncoat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word382_AJ_rapacious,NA,NULL,NULL,NULL,382,rapacious,Tier2_hard,AJ,"fig. -- excessively greedy and grasping (""A rapacious divorcee on the prowl"")",WordNet (via onelook.com),"lit. -- devouring or craving food in great quantities (""A rapacious appetite"")",WordNet (via onelook.com),,,,,greedy,NA,NA,NA,NA,NA,acquisitive,NA,NA,NA,NA,NA,avaricious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word383_NN_renegade,NA,NULL,NULL,NULL,383,renegade,Tier2_hard,NN,a disloyal person who betrays or deserts his cause or religion or political party or friend etc.,WordNet (via onelook.com),someone who rebels and becomes an outlaw,WordNet (via onelook.com),,,,,outlaw,NA,NA,NA,NA,NA,dissident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word384_NN_repose,NA,NULL,NULL,NULL,384,repose,Tier2_hard,NN,a disposition free from stress or emotion,WordNet (via onelook.com),the absence of mental stress or anxiety,WordNet (via onelook.com),,,,,peace,NA,NA,NA,NA,NA,tranquility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word385_AJ_repugnant,NA,NULL,NULL,NULL,385,repugnant,Tier2_hard,AJ,"offensive to the mind (""Morally repugnant customs"")",WordNet (via onelook.com),NA,NA,,,,,bad,NA,NA,NA,NA,NA,terrible,NA,NA,NA,NA,NA,odious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word386_AJ_resonant,NA,NULL,NULL,NULL,386,resonant,Tier2_hard,AJ,a resonant sound is deep and clear and continues for a long time,Macmillan (via onelook.com),NA,NA,,,,,loud,NA,NA,NA,NA,NA,reverberating,NA,NA,NA,NA,NA,resounding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word387_AJ_resounding,NA,NULL,NULL,NULL,387,resounding,Tier2_hard,AJ,characterized by reverberation,Macmillan (via onelook.com),NA,NA,,,,,loud,NA,NA,NA,NA,NA,reverberating,NA,NA,NA,NA,NA,resonant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word388_VB_slander,NA,NULL,NULL,NULL,388,slander,Tier2_hard,VB,charge falsely or with malicious intent; attack the good name and reputation of someone,WordNet (via onelook.com),NA,NA,,,,,insult,NA,NA,NA,NA,NA,malign,NA,NA,NA,NA,NA,malign,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word389_AJ_stern,NA,NULL,NULL,NULL,389,stern,Tier2_hard,AJ,"of a stern or strict bearing or demeanor; forbidding in aspect (""A stern face"")",WordNet (via onelook.com),"severe and unremitting in making demands (""A stern disciplinarian"")",WordNet (via onelook.com),,,,,mean,NA,NA,NA,NA,NA,grim,NA,NA,NA,NA,NA,curmudgeonly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word390_NN_strife,NA,NULL,NULL,NULL,390,strife,Tier2_hard,NN,bitter conflict; heated often violent dissension,WordNet (via onelook.com),lack of agreement or harmony,WordNet (via onelook.com),,,,,fighting,NA,NA,NA,NA,NA,conflict,NA,NA,NA,NA,NA,discord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word391_VB_suppress,NA,NULL,NULL,NULL,391,suppress,Tier2_hard,VB,"to put down by force or authority (""Suppress a nascent uprising"")",WordNet (via onelook.com),"keep under control; keep in check (""Suppress a smile"")",WordNet (via onelook.com),,,,,silence,NA,NA,NA,NA,NA,quash,NA,NA,NA,NA,NA,quash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word392_VB_swindle,NA,NULL,NULL,NULL,392,swindle,Tier2_hard,VB,"deprive of by deceit (""He swindled me out of my inheritance"")",WordNet (via onelook.com),NA,NA,,,,,cheat,NA,NA,NA,NA,NA,bilk,NA,NA,NA,NA,NA,bilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word393_VB_swipe,NA,NULL,NULL,NULL,393,swipe,Tier2_hard,VB,make off with belongings of others,WordNet (via onelook.com),strike with a swiping motion,WordNet (via onelook.com),,,,,steal,NA,NA,NA,NA,NA,purloin,NA,NA,NA,NA,NA,purloin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word394_AJ_tempestuous,NA,NULL,NULL,NULL,394,tempestuous,Tier2_hard,AJ,lit. -- involving violent storms,Macmillan (via onelook.com),"fig. -- full of strong emotion (""tempestuous relationship"")",Macmillan (via onelook.com),,,,,stormy,NA,NA,NA,NA,NA,turbulent,NA,NA,NA,NA,NA,turbulent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word395_AJ_tenebrous,NA,NULL,NULL,NULL,395,tenebrous,Tier2_hard,AJ,Characterized by darkness or gloom; tenebrous.,Webster's (via onelook),NA,NA,,,,,dark,NA,NA,NA,NA,NA,black,NA,NA,NA,NA,NA,gloomy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word396_VB_toil,NA,NULL,NULL,NULL,396,toil,Tier2_hard,VB,work hard,WordNet (via onelook.com),NA,NA,,,,,work,NA,NA,NA,NA,NA,labor,NA,NA,NA,NA,NA,travail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word397_NN_tranquility,NA,NULL,NULL,NULL,397,tranquility,Tier2_hard,NN,a state of peace and quiet,WordNet (via onelook.com),a disposition free from stress or emotion,WordNet (via onelook.com),,,,,peace,NA,NA,NA,NA,NA,serenity,NA,NA,NA,NA,NA,repose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word398_AJ_turbulent,NA,NULL,NULL,NULL,398,turbulent,Tier2_hard,AJ,"lit. -- (of a liquid) agitated vigorously; in a state of turbulence (""Turbulent rapids"")",WordNet (via onelook.com),"fig. -- characterized by unrest or disorder or insubordination (""A turbulent and unruly childhood"")",WordNet (via onelook.com),,,,,stormy,NA,NA,NA,NA,NA,tempestuous,NA,NA,NA,NA,NA,tempestuous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word399_NN_turncoat,NA,NULL,NULL,NULL,399,turncoat,Tier2_hard,NN,a disloyal person who betrays or deserts his cause or religion or political party or friend etc.,WordNet (via onelook.com),NA,NA,,,,,traitor,NA,NA,NA,NA,NA,quisling,NA,NA,NA,NA,NA,quisling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word400_NN_twilight,NA,NULL,NULL,NULL,400,twilight,Tier2_hard,NN,"the time of day immediately following sunset (""He loved the twilight"")",WordNet (via onelook.com),the diffused light from the sky when the sun is below the horizon but its rays are refracted by the atmosphere of the earth,WordNet (via onelook.com),,,,,evening,NA,NA,NA,NA,NA,dusk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word401_NN_vexation,NA,NULL,NULL,NULL,401,vexation,Tier2_hard,NN,anger produced by some annoying irritation,WordNet (via onelook.com),the psychological state of being irritated or annoyed,WordNet (via onelook.com),,,,,anger,NA,NA,NA,NA,NA,consternation,NA,NA,NA,NA,NA,consternation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word402_AJ_vulgar,NA,NULL,NULL,NULL,402,vulgar,Tier2_hard,AJ,"lacking refinement or cultivation or taste (""Appealing to the vulgar taste for violence"")",WordNet (via onelook.com),"conspicuously and tastelessly indecent (""A vulgar gesture"")",WordNet (via onelook.com),,,,,rude,NA,NA,NA,NA,NA,uncouth,NA,NA,NA,NA,NA,uncouth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word403_AJ_friendly,NA,NULL,NULL,NULL,403,friendly,Tier2_easy,AJ,helpful,Living Word Vocabulary (4th grade list),,,,,,,helpful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Word404_AJ_huge,NA,NULL,NULL,NULL,404,huge,Tier2_easy,AJ,very large,Living Word Vocabulary (4th grade list),,,,,,,big,,,,,,gigantic,,,,,,immense,,,,,,,,,,,,,,,,,
NA,Word405_AJ_important,NA,NULL,NULL,NULL,405,important,Tier2_easy,AJ,serious,Living Word Vocabulary (4th grade list),,,,,,,serious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Word406_AJ_necessary,NA,NULL,NULL,NULL,406,necessary,Tier2_easy,AJ,needed,Living Word Vocabulary (4th grade list),,,,,,,needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Word407_AJ_valuable,NA,NULL,NULL,NULL,407,valuable,Tier2_easy,AJ,worth a high price,Living Word Vocabulary (4th grade list),,,,,,,valued,,,,,,prized,,,,,,,,,,,,,,,,,,,,,,,
NA,Word408_AJ_warm,NA,NULL,NULL,NULL,408,warm,Tier2_easy,AJ,medium hot,Living Word Vocabulary (4th grade list),,,,,,,sunny,,,,,,balmy,,,,,,temperate,,,,,,,,,,,,,,,,,
NA,Word409_AJ_harmful,NA,NULL,NULL,NULL,409,harmful,Tier2_easy,AJ,can hurt,Living Word Vocabulary (4th grade list),,,,,,,hurtful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Word410_AJ_cheerful,NA,NULL,NULL,NULL,410,cheerful,Tier2_easy,AJ,gay,Living Word Vocabulary (4th grade list),,,,,,,joyful,,,,,,upbeat,,,,,,effervescent,,,,,,,,,,,,,,,,,
NA,Word411_AJ_peaceful,NA,NULL,NULL,NULL,411,peaceful,Tier2_easy,AJ,calm,Living Word Vocabulary (4th grade list),,,,,,,calm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Word412_AJ_strange,NA,NULL,NULL,NULL,412,strange,Tier2_easy,AJ,unusual,Living Word Vocabulary (4th grade list),,,,,,,weird,,,,,,unusual,,,,,,peculiar,,,,,,,,,,,,,,,,,
NA,Word413_AJ_strong,NA,NULL,NULL,NULL,413,strong,Tier2_easy,AJ,"healthy, sound",Living Word Vocabulary (4th grade list),,,,,,,powerful,,,,,,potent,,,,,,robust,,,,,,,,,,,,,,,,,
NA,Word414_NN_beginning,NA,NULL,NULL,NULL,414,beginning,Tier2_easy,NN,starting,Living Word Vocabulary (4th grade list),NA,NA,,,,,start,,,,,,onset,,,,,,inception,,,,,,,,,,,,,,,,,
NA,Word415_NN_flight,NA,NULL,NULL,NULL,415,flight,Tier2_easy,NN,airplane trip,Living Word Vocabulary (4th grade list),,,,,,,flying,,,,,,NA,,,,,,aviation,,,,,,,,,,,,,,,,,
NA,Word416_NN_distance,NA,NULL,NULL,NULL,416,distance,Tier2_easy,NN,how far apart,Living Word Vocabulary (4th grade list),,,,,,,gap,,,,,,range,,,,,,NA,,,,,,,,,,,,,,,,,
NA,Word417_NN_fortune,NA,NULL,NULL,NULL,417,fortune,Tier2_easy,NN,luck,Living Word Vocabulary (4th grade list),,,,,,,luck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Word418_NN_wish,NA,NULL,NULL,NULL,418,wish,Tier2_easy,NN,the thing you want,Living Word Vocabulary (4th grade list),,,,,,,hope,,,,,,yearning,,,,,,hankering,,,,,,,,,,,,,,,,,
NA,Word419_VB_spend,NA,NULL,NULL,NULL,419,spend,Tier2_easy,VB,to pay out money,Living Word Vocabulary (4th grade list),,,,,,,use,,,,,,expend,,,,,,disburse,,,,,,,,,,,,,,,,,
NA,Word420_VB_receive,NA,NULL,NULL,NULL,420,receive,Tier2_easy,VB,to get,Living Word Vocabulary (4th grade list),,,,,,,get,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Word421_VB_follow,NA,NULL,NULL,NULL,421,follow,Tier2_easy,VB,to obey,Living Word Vocabulary (4th grade list),,,,,,,obey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Word422_VB_complete,NA,NULL,NULL,NULL,422,complete,Tier2_easy,VB,to finish,Living Word Vocabulary (4th grade list),,,,,,,finish,,,,,,conclude,,,,,,NA,,,,,,,,,,,,,,,,,
NA,Word423_VB_receive,NA,NULL,NULL,NULL,423,receive,Tier2_easy,VB,to get,Living Word Vocabulary (4th grade list),,,,,,,get,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Word424_VB_evaporate,NA,NULL,NULL,NULL,424,evaporate,Tier2_easy,VB,to disappear,Living Word Vocabulary (4th grade list),,,,,,,disappear,,,,,,NA,,,,,,NA,,,,,,,,,,,,,,,,,
NA,Word425_VB_stop,NA,NULL,NULL,NULL,425,stop,Tier2_easy,VB,to quit,Living Word Vocabulary (4th grade list),,,,,,,end,,,,,,quit,,,,,,cease,,,,,,,,,,,,,,,,,
NA,Word426_VB_exchange,NA,NULL,NULL,NULL,426,exchange,Tier2_easy,VB,trade for something else,Living Word Vocabulary (4th grade list),,,,,,,trade,,,,,,substitute,,,,,,NA,,,,,,,,,,,,,,,,,
NA,Word427_VB_think,NA,NULL,NULL,NULL,427,think,Tier2_easy,VB,to imagine,Living Word Vocabulary (4th grade list),,,,,,,study,,,,,,ponder,,,,,,ruminate,,,,,,,,,,,,,,,,,
NA,Word428_VB_travel,NA,NULL,NULL,NULL,428,travel,Tier2_easy,VB,go someplace,Living Word Vocabulary (4th grade list),,,,,,,tour,,,,,,migrate,,,,,,jaunt,,,,,,,,,,,,,,,,,
NA,Word429_NN_exam,NA,NULL,NULL,NULL,429,exam,Tier2_easy,NN,test,Living Word Vocabulary (4th grade list),,,,,,,test,,,,,,assessement,,,,,,NA,,,,,,,,,,,,,,,,,
NA,Word430_NN_pledge,NA,NULL,NULL,NULL,430,pledge,Tier2_easy,NN,promise,Living Word Vocabulary (4th grade list),,,,,,,promise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Word431_NN_savior,NA,NULL,NULL,NULL,431,savior,Tier2_easy,NN,hero,Living Word Vocabulary (4th grade list),,,,,,,hero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Word432_NN_mask,NA,NULL,NULL,NULL,432,mask,Tier2_easy,NN,disguise,Living Word Vocabulary (4th grade list),,,,,,,NA,,,,,,disguise,,,,,,,,,,,,,,,,,,,,,,,
NA,Word433_NN_skill,NA,NULL,NULL,NULL,433,skill,Tier2_easy,NN,ability,Living Word Vocabulary (4th grade list),,,,,,,ability,,,,,,talent,,,,,,aptitude,,,,,,,,,,,,,,,,,
NA,Word434_NN_scent,NA,NULL,NULL,NULL,434,scent,Tier2_easy,NN,smell,Living Word Vocabulary (4th grade list),,,,,,,smell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Word998_NN_education,NA,NULL,NULL,NULL,998,education,Tier2_easy,NN,teaching,Living Word Vocabulary (4th grade list),,,,,,,teaching,,,,,,instruction,,,,,,scholarship,,,,,,,,,,,,,,,,,
NA,Word999_NN_emotion,NA,NULL,NULL,NULL,999,emotion,Tier2_easy,NN,deep feeling,Living Word Vocabulary (4th grade list),,,,,,,feeling,,,,,,affect,,,,,,NA,,,,,,,,,,,,,,,,,NULL
